LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
4,2024-04-18 07:03:06.000,0,1001.76,28.06,68.21,11646.67,21.38
4,2024-04-18 07:04:06.000,0.26,1001.76,28.08,68.04,12379.17,23.9
4,2024-04-18 07:05:06.000,0,1001.79,28.11,68.12,12893.33,26.28
4,2024-04-18 07:06:06.000,0,1001.77,28.12,68.07,12780,26.13
4,2024-04-18 07:07:06.000,0,1001.83,28.16,67.86,12717.5,26
4,2024-04-18 07:08:06.000,0.17,1001.89,28.19,67.69,12692.5,26.13
4,2024-04-18 07:09:06.000,0.17,1001.88,28.21,67.96,12495.83,25.91
4,2024-04-18 07:10:06.000,0,1001.9,28.27,67.83,12318.33,25.36
4,2024-04-18 07:11:06.000,0,1001.88,28.35,67.39,12754.17,28.03
4,2024-04-18 07:12:06.000,0,1001.84,28.45,67.5,13624.17,31.82
4,2024-04-18 07:13:06.000,0,1001.83,28.57,66.84,14235,34.3
4,2024-04-18 07:14:06.000,0.35,1001.85,28.64,66.44,14176.67,33.45
4,2024-04-18 07:15:06.000,0,1001.85,28.73,66.26,13713.33,31.78
4,2024-04-18 07:16:06.000,0,1001.89,28.83,66.53,13164.17,29.16
4,2024-04-18 07:17:06.000,0,1001.95,28.94,65.66,12594.17,26.84
4,2024-04-18 07:18:06.000,0.26,1001.97,28.96,66.05,11840,23.67
4,2024-04-18 07:19:06.000,0,1002.03,29.01,65.63,10679.17,19.65
4,2024-04-18 07:20:06.000,0,1002.06,28.98,65.4,9886.67,17.63
4,2024-04-18 07:21:06.000,0.17,1002.1,28.97,65.68,9560.83,16.99
4,2024-04-18 07:22:06.000,0,1002.08,28.99,65.51,9497.5,16.69
4,2024-04-18 07:23:06.000,0,1002.15,29.02,65.57,9597.5,16.64
4,2024-04-18 07:24:06.000,0,1002.17,29.02,65.55,9996.67,17.63
4,2024-04-18 07:25:06.000,0,1002.24,29.04,65.31,10779.17,19.68
4,2024-04-18 07:26:06.000,0,1002.26,29.09,65.62,11978.33,23.49
4,2024-04-18 07:27:06.000,0,1002.29,29.16,64.97,13280,27.32
4,2024-04-18 07:28:06.000,0,1002.37,29.23,64.55,14207.5,30.66
4,2024-04-18 07:29:06.000,0,1002.39,29.3,64.92,14505.83,32.03
4,2024-04-18 07:30:06.000,0,1002.46,29.35,64.33,14442.5,32.14
4,2024-04-18 07:31:06.000,0.26,1002.52,29.37,64,14557.5,33.24
4,2024-04-18 07:32:06.000,0.44,1002.53,29.33,64.21,14420.83,33.56
4,2024-04-18 07:33:06.000,0.44,1002.57,29.29,64.56,14292.5,34.19
4,2024-04-18 07:34:06.000,0,1002.61,29.28,64.8,14793.33,35.93
4,2024-04-18 07:35:06.000,0,1002.63,29.33,64.74,16225.83,42.48
4,2024-04-18 07:36:06.000,0.35,1002.62,29.4,64.54,18465.83,53.99
4,2024-04-18 07:37:06.000,0,1002.58,29.54,64.3,20746.67,66.75
4,2024-04-18 07:38:06.000,0,1002.56,29.73,63.99,21893.33,73.79
4,2024-04-18 07:39:06.000,0,1002.59,29.91,63.75,22680,79.31
4,2024-04-18 07:40:06.000,0,1002.58,30.09,62.97,23670.83,86.86
4,2024-04-18 07:41:06.000,0,1002.55,30.21,61.57,23786.67,87.2
4,2024-04-18 07:42:06.000,0,1002.57,30.32,61.34,23847.5,87.48
4,2024-04-18 07:43:06.000,0,1002.55,30.38,60.88,23923.33,87.03
4,2024-04-18 07:44:06.000,0.26,1002.51,30.42,60.87,23741.67,83.26
4,2024-04-18 07:45:06.000,1.39,1002.45,30.48,60.49,23756.67,82
4,2024-04-18 07:46:06.000,0,1002.42,30.55,60.89,25073.33,91.7
4,2024-04-18 07:47:06.000,0,1002.42,30.83,59.09,32329.17,168.17
4,2024-04-18 07:48:06.000,0,1002.43,31.21,58.57,32067.5,162.4
4,2024-04-18 07:49:06.000,0.26,1002.4,31.44,57.86,31101.67,146.3
4,2024-04-18 07:50:06.000,1.22,1002.38,31.71,57.28,39838.33,260.78
4,2024-04-18 07:51:06.000,0.17,1002.38,32.31,55.33,40882.5,275.73
4,2024-04-18 07:52:06.000,0,1002.49,32.42,54.33,29704.14,126.07
4,2024-04-18 07:53:06.000,0,1002.5,32.47,54.28,29005.83,121.6
4,2024-04-18 07:54:06.000,0,1002.53,32.53,54.21,28105,118.52
4,2024-04-18 07:55:06.000,0,1002.58,32.54,54.37,28125.83,123.62
4,2024-04-18 07:56:06.000,0,1002.67,32.56,54.05,26973.33,119
4,2024-04-18 07:57:06.000,0,1002.7,32.54,53.82,24424.17,102.04
4,2024-04-18 07:58:06.000,0.52,1002.71,32.45,54.17,21700,83.93
4,2024-04-18 07:59:06.000,0,1002.7,32.4,54.33,20226.67,74.2
4,2024-04-18 08:00:06.000,0.44,1002.69,32.33,54.64,20160,73.79
4,2024-04-18 08:01:06.000,0,1002.73,32.34,54.37,20841.67,77.92
4,2024-04-18 08:02:06.000,0,1002.72,32.39,54.7,22125,87.31
4,2024-04-18 08:03:06.000,0,1002.71,32.47,54.13,23605.83,98.39
4,2024-04-18 08:04:06.000,0,1002.73,32.64,55.1,24903.33,109.56
4,2024-04-18 08:05:06.000,0,1002.76,32.82,53.5,26091.67,120.72
4,2024-04-18 08:06:06.000,0,1002.79,33.01,53.58,26610,126.2
4,2024-04-18 08:07:06.000,0,1002.76,33.08,53.1,26760,128.46
4,2024-04-18 08:08:06.000,0,1002.8,33.25,52.1,26611.67,128.34
4,2024-04-18 08:09:06.000,0,1002.82,33.37,52.48,26246.67,125.99
4,2024-04-18 08:10:06.000,0,1002.84,33.42,51.84,25292.5,118.52
4,2024-04-18 08:11:06.000,0,1002.89,33.47,52.5,24842.5,113.99
4,2024-04-18 08:12:06.000,0,1002.92,33.57,52.35,25100.83,114.66
4,2024-04-18 08:13:06.000,0,1003.02,33.61,51.32,24819.17,111.16
4,2024-04-18 08:14:06.000,0.26,1003.07,33.54,51.71,24283.33,104.26
4,2024-04-18 08:15:06.000,0,1003.16,33.56,51.2,24288.33,102.23
4,2024-04-18 08:16:06.000,0,1003.19,33.54,52.02,24794.17,105.47
4,2024-04-18 08:17:06.000,0,1003.22,33.61,51.28,25555,113.41
4,2024-04-18 08:18:06.000,0,1003.26,33.67,50.89,26369.17,121
4,2024-04-18 08:19:06.000,0,1003.28,33.79,51.39,27812.5,135.8
4,2024-04-18 08:20:06.000,0.17,1003.32,33.83,50.57,29038.33,148.74
4,2024-04-18 08:21:06.000,0,1003.34,33.96,50.9,30340.83,162.54
4,2024-04-18 08:22:06.000,0,1003.3,34.15,51.01,31965.83,179.48
4,2024-04-18 08:23:06.000,0.87,1003.3,34.3,49.44,33715.83,75.84
4,2024-04-18 08:24:06.000,0.35,1003.31,34.45,50.27,35705.83,83.66
4,2024-04-18 08:25:06.000,0,1003.3,34.66,49.32,39712.5,101.02
4,2024-04-18 08:26:06.000,0,1003.36,34.93,48.19,44160.83,121.4
4,2024-04-18 08:27:06.000,0.26,1003.36,35.25,46.89,57927.65,209.87
4,2024-04-18 08:28:06.000,0,1003.37,35.92,46.06,65584.14,271.08
4,2024-04-18 08:29:06.000,0,1003.32,36.53,44.23,73454.45,344.42
4,2024-04-18 08:30:06.000,0.61,1003.3,37.28,43.72,79046.33,403.55
4,2024-04-18 08:31:06.000,0,1003.25,38.07,40.45,87117.89,482.8
4,2024-04-18 08:32:06.000,0.17,1003.28,38.78,40.28,84693.91,458.25
4,2024-04-18 08:33:06.000,0.17,1003.3,39.28,37.74,78085,370.52
4,2024-04-18 08:34:06.000,0,1003.3,39.81,36.85,93353.05,532.56
4,2024-04-18 08:35:06.000,0,1003.27,40.28,35.97,93559.69,546.13
4,2024-04-18 08:36:06.000,0,1003.28,40.49,37.34,56238.59,187.99
4,2024-04-18 08:37:06.000,0.35,1003.26,40.67,34.71,57645.54,198.56
4,2024-04-18 08:38:06.000,0.52,1003.21,40.53,34.78,61870,254.62
4,2024-04-18 08:39:06.000,0.44,1003.24,40.02,35.78,38135.08,100.39
4,2024-04-18 08:40:06.000,1.65,1003.21,39.31,36.41,33568.33,81.44
4,2024-04-18 08:41:06.000,0.87,1003.13,38.67,37.51,29313.33,66.54
4,2024-04-18 08:42:06.000,0.44,1003.11,38.09,38.52,27385,134.32
4,2024-04-18 08:43:06.000,0.44,1003.16,37.73,39.46,26951.67,132.92
4,2024-04-18 08:44:06.000,0.17,1003.15,37.41,40.18,25385.83,119.4
4,2024-04-18 08:45:06.000,0,1003.12,37.12,41.24,24703.33,111.67
4,2024-04-18 08:46:06.000,0.17,1003.14,36.93,41.85,22656.67,96.05
4,2024-04-18 08:47:06.000,0.7,1003.17,36.72,41.87,21035.83,80.03
4,2024-04-18 08:48:06.000,0.17,1003.24,36.47,42.55,19880,70.16
4,2024-04-18 08:49:06.000,0,1003.23,36.35,43.47,19630.83,65.42
4,2024-04-18 08:50:06.000,0,1003.3,36.29,43.22,19969.17,64.76
4,2024-04-18 08:51:06.000,0,1003.31,36.2,43.55,22373.33,75.84
4,2024-04-18 08:52:06.000,0,1003.32,36.1,43.94,21124.17,64.91
4,2024-04-18 08:53:06.000,0,1003.35,35.87,44.62,19651.67,55.03
4,2024-04-18 08:54:06.000,0,1003.34,35.72,44.94,20989.17,62.58
4,2024-04-18 08:55:06.000,0,1003.3,35.61,45,25068.33,87.65
4,2024-04-18 08:56:06.000,0,1003.29,35.58,45.58,24195,89.19
4,2024-04-18 08:57:06.000,0,1003.29,35.56,45.46,20390,70.07
4,2024-04-18 08:58:06.000,0,1003.26,35.53,45.56,19940.83,67.79
4,2024-04-18 08:59:06.000,0,1003.23,35.41,45.61,20410.83,71.85
4,2024-04-18 09:00:06.000,0,1003.23,35.38,45.96,21589.17,82.27
4,2024-04-18 09:01:06.000,0.44,1003.26,35.28,45.79,22983.33,92.33
4,2024-04-18 09:02:06.000,0,1003.29,35.31,46.07,26581.67,108.98
4,2024-04-18 09:03:06.000,0.17,1003.32,35.39,45.63,31132.5,133.26
4,2024-04-18 09:04:06.000,0.35,1003.4,35.82,45.08,54612.5,605.52
4,2024-04-18 09:05:06.000,0,1003.41,36.07,44.16,41232.89,230.63
4,2024-04-18 09:06:06.000,0,1003.38,36.28,44.21,41173.59,133.14
4,2024-04-18 09:07:06.000,0,1003.44,36.16,43.85,28543.36,59.5
4,2024-04-18 09:08:06.000,0,1003.47,36.13,44.51,26482.5,96.3
4,2024-04-18 09:09:06.000,0,1003.43,36.06,44.89,25936.67,94.52
4,2024-04-18 09:10:06.000,0,1003.41,35.99,45.12,27119.17,104.83
4,2024-04-18 09:11:06.000,0.44,1003.42,35.82,44.7,28183.33,109.75
4,2024-04-18 09:12:06.000,0,1003.41,35.66,45.6,26918.33,92.51
4,2024-04-18 09:13:06.000,0,1003.48,35.5,45.68,21124.17,54.62
4,2024-04-18 09:14:06.000,0,1003.48,35.3,46.27,14875.83,25.81
4,2024-04-18 09:15:06.000,0,1003.5,35.07,46.76,9922.5,11.35
4,2024-04-18 09:16:06.000,0,1003.51,34.83,47.37,6699.17,5.48
4,2024-04-18 09:17:06.000,0,1003.53,34.51,47.99,5233.33,3.28
4,2024-04-18 09:18:06.000,0,1003.5,34.17,48.81,4170.83,2.14
4,2024-04-18 09:19:06.000,0,1003.59,33.91,49.61,3188.33,1.29
4,2024-04-18 09:20:06.000,0,1003.59,33.66,50.33,2440,0.71
4,2024-04-18 09:21:06.000,0,1003.6,33.36,50.87,1904.17,0.54
4,2024-04-18 09:22:06.000,0,1003.59,33.05,52.83,1878.33,0.54
4,2024-04-18 09:23:06.000,0.44,1003.54,32.8,53.77,2121.67,0.7
4,2024-04-18 09:24:06.000,0,1003.53,32.61,55.31,2393.33,0.84
4,2024-04-18 09:25:06.000,0.17,1003.49,32.38,57.44,2383.33,0.74
4,2024-04-18 09:26:06.000,1.74,1003.7,31.87,59.16,1888.33,0.53
4,2024-04-18 09:27:06.000,5.05,1003.66,30.02,75.1,1420.83,0.36
4,2024-04-18 09:28:06.000,2.61,1003.57,28.39,81.6,1848.33,0.5
4,2024-04-18 09:29:06.000,3.05,1003.6,27.5,85.57,2455.83,0.73
4,2024-04-18 09:30:06.000,2.18,1003.69,26.98,85.87,2225,0.62
4,2024-04-18 09:31:06.000,3.83,1003.77,26.44,86.74,1778.33,0.36
4,2024-04-18 09:32:06.000,3.57,1003.82,26.02,88.05,1151.67,0.16
4,2024-04-18 09:33:06.000,4.53,1003.78,25.71,88.86,1160,0.16
4,2024-04-18 09:34:06.000,4.79,1003.7,25.36,89.57,1283.33,0.24
4,2024-04-18 09:35:06.000,3.48,1004.12,25.3,89.18,1598.33,0.36
4,2024-04-18 09:36:06.000,2.87,1003.86,25.15,90.48,1900.83,0.42
4,2024-04-18 09:37:06.000,4.36,1003.99,24.99,90.39,2608.33,0.73
4,2024-04-18 09:38:06.000,3.31,1003.98,24.89,91.15,2892.5,1.06
4,2024-04-18 09:39:06.000,2,1004.11,24.94,91.65,3690,1.9
4,2024-04-18 09:40:06.000,2.61,1004.03,24.93,92.15,5279.17,3.69
4,2024-04-18 09:41:06.000,2.61,1004.1,24.89,92.12,7652.5,7.83
4,2024-04-18 09:42:06.000,3.4,1004.08,24.81,92.17,9484.17,13.53
4,2024-04-18 09:43:06.000,3.22,1004.09,24.78,92.29,9040,13.23
4,2024-04-18 09:44:06.000,3.75,1004.03,24.82,92.31,10623.33,17.02
4,2024-04-18 09:45:06.000,3.31,1003.94,24.84,92.25,13689.17,27.26
4,2024-04-18 09:46:06.000,3.4,1003.98,24.86,92.15,14278.33,29.8
4,2024-04-18 09:47:06.000,2.61,1004.06,24.86,92.26,14684.17,27.36
4,2024-04-18 09:48:06.000,3.48,1004.05,24.81,92.4,7280.83,7.83
4,2024-04-18 09:49:06.000,2.96,1004.25,24.69,92.47,5394.17,4.03
4,2024-04-18 09:50:06.000,4.01,1004.35,24.58,92.6,4171.67,2.12
4,2024-04-18 09:51:06.000,4.09,1004.24,24.49,92.74,3794.17,1.65
4,2024-04-18 09:52:06.000,2,1004.33,24.46,92.86,2585,0.9
4,2024-04-18 09:53:06.000,1.74,1004.36,24.46,92.92,2893.33,1.25
4,2024-04-18 09:54:06.000,3.31,1004.33,24.43,92.84,4456.67,2.94
4,2024-04-18 09:55:06.000,4.09,1004.46,24.36,92.57,8483.33,10.68
4,2024-04-18 09:56:06.000,3.83,1004.35,24.43,92.77,13809.17,34.02
4,2024-04-18 09:57:06.000,4.79,1004.31,24.47,92.6,17224.17,49.48
4,2024-04-18 09:58:06.000,1.83,1004.24,24.69,92.64,19361.67,66.3
4,2024-04-18 09:59:06.000,2.53,1004.36,24.83,92.37,17970,53.06
4,2024-04-18 10:00:06.000,3.4,1004.27,24.84,92.39,19437.5,61.06
4,2024-04-18 10:01:06.000,1.74,1004.28,24.89,92.44,19830,51.82
4,2024-04-18 10:02:06.000,2.18,1004.22,24.92,92.59,15765,34.34
4,2024-04-18 10:03:06.000,1.92,1004.23,24.91,92.51,11785.83,19.48
4,2024-04-18 10:04:06.000,2,1004.28,24.86,92.53,9812.5,14.21
4,2024-04-18 10:05:06.000,1.22,1004.31,24.8,92.6,9375.83,12.71
4,2024-04-18 10:06:06.000,1.48,1004.35,24.75,92.67,7904.17,9.27
4,2024-04-18 10:07:06.000,3.57,1004.37,24.58,92.56,7798.33,9.07
4,2024-04-18 10:08:06.000,3.75,1004.38,24.44,92.69,7386.67,7.85
4,2024-04-18 10:09:06.000,3.22,1004.46,24.36,92.66,6795,6.75
4,2024-04-18 10:10:06.000,2.7,1004.55,24.35,92.91,6917.5,6.82
4,2024-04-18 10:11:06.000,4.18,1004.53,24.25,92.94,7405,8.04
4,2024-04-18 10:12:06.000,4.88,1004.48,24.2,92.91,7983.33,9.39
4,2024-04-18 10:13:06.000,3.48,1004.53,24.19,92.94,8665.83,12.54
4,2024-04-18 10:14:06.000,4.27,1004.47,24.15,92.74,11872.5,21.38
4,2024-04-18 10:15:06.000,3.66,1004.54,24.2,92.74,14545,31.82
4,2024-04-18 10:16:06.000,4.18,1004.52,24.23,92.58,15450,38.14
4,2024-04-18 10:17:06.000,1.31,1004.53,24.4,92.86,16145,42.48
4,2024-04-18 10:18:06.000,0.7,1004.5,24.57,92.79,18247.5,54.35
4,2024-04-18 10:19:06.000,2.35,1004.53,24.65,92.33,21801.67,73.63
4,2024-04-18 10:20:06.000,3.05,1004.51,24.7,92.25,20600.83,62.93
4,2024-04-18 10:21:06.000,1.92,1004.55,24.71,92.37,14748.33,34.62
4,2024-04-18 10:22:06.000,4.01,1004.64,24.58,92.04,15671.67,37.07
4,2024-04-18 10:23:06.000,4.53,1004.61,24.47,91.85,17618.33,46.62
4,2024-04-18 10:24:06.000,5.49,1004.59,24.32,91.77,16991.67,42.31
4,2024-04-18 10:25:06.000,2.87,1004.62,24.36,92.29,16395.83,40.95
4,2024-04-18 10:26:06.000,2.44,1004.58,24.42,92.46,16418.33,43.8
4,2024-04-18 10:27:06.000,3.31,1004.63,24.45,92.05,16823.33,47.87
4,2024-04-18 10:28:06.000,4.36,1004.62,24.35,91.96,16944.17,45.01
4,2024-04-18 10:29:06.000,4.88,1004.44,24.2,91.58,16421.67,42.55
4,2024-04-18 10:30:06.000,3.4,1004.37,24.24,92.48,16748.33,42.72
4,2024-04-18 10:31:06.000,4.18,1004.55,24.25,91.98,14190.83,35.64
4,2024-04-18 10:32:06.000,2.96,1004.46,24.28,92.55,14934.17,34.88
4,2024-04-18 10:33:06.000,2.44,1004.42,24.36,92.76,13320,30.05
4,2024-04-18 10:34:06.000,3.66,1004.4,24.33,92.51,12133.33,28.13
4,2024-04-18 10:35:06.000,3.14,1004.39,24.3,92.65,12146.67,23.72
4,2024-04-18 10:36:06.000,1.31,1004.39,24.37,92.9,14015.83,30.7
4,2024-04-18 10:37:06.000,1.83,1004.41,24.41,92.78,10506.67,21.81
4,2024-04-18 10:38:06.000,2.96,1004.35,24.37,92.87,13105.83,24.44
4,2024-04-18 10:39:06.000,2.26,1004.32,24.47,93.1,15160.83,34.08
4,2024-04-18 10:40:06.000,0.44,1004.37,24.55,93.17,14707.5,34.19
4,2024-04-18 10:41:06.000,3.66,1004.33,24.49,92.86,11826.67,23.81
4,2024-04-18 10:42:06.000,3.31,1004.49,24.44,92.82,10594.17,18.56
4,2024-04-18 10:43:06.000,3.05,1004.43,24.34,92.89,10164.17,16.77
4,2024-04-18 10:44:06.000,3.66,1004.42,24.25,92.94,10910.83,17.78
4,2024-04-18 10:45:06.000,2.87,1004.46,24.25,93.01,12430.83,22.4
4,2024-04-18 10:46:06.000,2.96,1004.5,24.23,92.79,11775,22.44
4,2024-04-18 10:47:06.000,3.05,1004.41,24.18,93.19,12369.17,23.02
4,2024-04-18 10:48:06.000,3.31,1004.48,24.13,92.96,12240,22.62
4,2024-04-18 10:49:06.000,4.09,1004.45,24.04,92.82,10566.67,18.37
4,2024-04-18 10:50:06.000,2.96,1004.41,24.03,93.19,10832.5,17.02
