LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
5,2024-04-21 17:30:57.000,0,1005.03,30.38,62.5,4037.5,2.42
5,2024-04-21 17:31:57.000,0,1005.05,30.31,62.71,3877.5,2.21
5,2024-04-21 17:32:57.000,0,1005.08,30.26,62.8,3769.17,2.14
5,2024-04-21 17:33:57.000,0,1005.07,30.22,62.92,3645.83,2.06
5,2024-04-21 17:34:57.000,0.17,1005.11,30.21,62.99,3605,2.06
5,2024-04-21 17:35:57.000,0,1005.1,30.22,62.81,3651.67,2.12
5,2024-04-21 17:36:57.000,0.78,1005.08,30.14,63.21,3689.17,2.14
5,2024-04-21 17:37:57.000,0,1005.07,30.12,63.27,3661.67,2.14
5,2024-04-21 17:38:57.000,0.26,1005.05,30.1,63.29,3554.17,2.07
5,2024-04-21 17:39:57.000,0,1005.06,30.09,63.28,3436.67,2.02
5,2024-04-21 17:40:57.000,0,1005.09,30.12,63.33,3356.67,2.04
5,2024-04-21 17:41:57.000,0.7,1005.07,30.11,63.47,3324.17,2.07
5,2024-04-21 17:42:57.000,0.7,1005.09,30.08,63.78,3225,2.03
5,2024-04-21 17:43:57.000,0,1005.05,30.09,63.63,3278.33,2.06
5,2024-04-21 17:44:57.000,0,1005.09,30.14,63.54,3374.17,2.3
5,2024-04-21 17:45:57.000,0.17,1005.05,30.16,63.52,3378.33,2.13
5,2024-04-21 17:46:57.000,0.87,1005.07,30.17,63.54,3407.5,2.18
5,2024-04-21 17:47:57.000,0.44,1005.06,30.19,63.5,3357.5,2.12
5,2024-04-21 17:48:57.000,0.26,1005.05,30.21,63.32,3241.67,2.04
5,2024-04-21 17:49:57.000,0,1005.09,30.24,63.18,3051.67,1.78
5,2024-04-21 17:50:57.000,0,1005.07,30.27,63.2,2866.67,1.54
5,2024-04-21 17:51:57.000,0,1005.09,30.26,63.2,2664.17,1.3
5,2024-04-21 17:52:57.000,0,1005.11,30.26,63.14,2459.17,1.21
5,2024-04-21 17:53:57.000,0,1005.09,30.27,63.12,2269.17,1.02
5,2024-04-21 17:54:57.000,0,1005.05,30.27,63.18,2090.83,0.96
5,2024-04-21 17:55:57.000,0,1005.07,30.28,63.2,1915,0.79
5,2024-04-21 17:56:57.000,0,1005.11,30.28,63.09,1747.5,0.64
5,2024-04-21 17:57:57.000,0,1005.11,30.3,63.11,1591.67,0.59
5,2024-04-21 17:58:57.000,0,1005.13,30.3,63.04,1440.83,0.5
5,2024-04-21 17:59:57.000,0,1005.16,30.27,63.37,1307.5,0.45
5,2024-04-21 18:00:57.000,0,1005.21,30.21,63.44,1189.17,0.36
5,2024-04-21 18:01:57.000,0,1005.25,30.19,63.35,1091.67,0.33
5,2024-04-21 18:02:57.000,0,1005.28,30.17,63.77,1012.5,0.28
5,2024-04-21 18:03:57.000,0,1005.3,30.14,63.66,952.5,0.24
5,2024-04-21 18:04:57.000,0,1005.31,30.02,64.5,908.33,0.26
5,2024-04-21 18:05:57.000,0,1005.36,29.82,64.9,870.83,0.22
5,2024-04-21 18:06:57.000,0,1005.34,29.71,65.3,840.83,0.22
5,2024-04-21 18:07:57.000,0,1005.36,29.62,65.42,807.5,0.22
5,2024-04-21 18:08:57.000,0.7,1005.36,29.51,65.91,763.33,0.21
5,2024-04-21 18:09:57.000,1.22,1005.34,29.46,66.14,710,0.2
5,2024-04-21 18:10:57.000,0.96,1005.34,29.37,66.37,655,0.14
5,2024-04-21 18:11:57.000,0.78,1005.35,29.33,66.35,600,0.12
5,2024-04-21 18:12:57.000,0.17,1005.32,29.34,66.54,543.33,0.11
5,2024-04-21 18:13:57.000,0.17,1005.34,29.36,66.23,490.83,0.1
5,2024-04-21 18:14:57.000,0,1005.33,29.37,66.06,435.83,0.06
5,2024-04-21 18:15:57.000,0,1005.38,29.39,66.06,378.33,0.05
5,2024-04-21 18:16:57.000,0,1005.38,29.41,66.09,327.5,0.04
5,2024-04-21 18:17:57.000,0.26,1005.37,29.41,66.13,279.17,0.02
5,2024-04-21 18:18:57.000,0,1005.4,29.42,66.07,240.83,0.02
5,2024-04-21 18:19:57.000,0,1005.36,29.43,66.25,214.17,0.01
5,2024-04-21 18:20:57.000,0.26,1005.38,29.42,66.19,192.5,0.01
5,2024-04-21 18:21:57.000,0.87,1005.39,29.37,66.4,170,0
5,2024-04-21 18:22:57.000,0.61,1005.38,29.36,66.47,149.17,0.01
5,2024-04-21 18:23:57.000,0,1005.37,29.32,66.56,126.67,0.01
5,2024-04-21 18:24:57.000,0,1005.29,29.22,66.59,107.5,0
5,2024-04-21 18:25:57.000,0.17,1005.36,29.21,66.89,90,0
5,2024-04-21 18:26:57.000,0,1005.39,29.17,67.23,75,0
5,2024-04-21 18:27:57.000,0,1005.39,29.09,67.35,62.5,0
5,2024-04-21 18:28:57.000,0,1005.38,28.98,67.46,50.83,0
5,2024-04-21 18:29:57.000,0,1005.41,28.97,67.49,41.67,0
5,2024-04-21 18:30:57.000,0.26,1005.43,28.92,67.95,33.33,0
5,2024-04-21 18:31:57.000,0,1005.43,28.86,68.17,25.83,0
5,2024-04-21 18:32:57.000,0.87,1005.47,28.77,68.39,20,0
5,2024-04-22 05:11:57.000,0,1004.64,23.75,83.96,21.67,0
5,2024-04-22 05:12:57.000,0,1004.63,23.74,84.01,27.5,0
5,2024-04-22 05:13:57.000,0.44,1004.65,23.76,83.78,34.17,0
5,2024-04-22 05:14:57.000,0,1004.66,23.79,83.57,42.5,0
5,2024-04-22 05:15:57.000,0,1004.65,23.8,83.4,52.5,0
5,2024-04-22 05:16:57.000,0,1004.63,23.81,83.25,63.33,0
5,2024-04-22 05:17:57.000,0,1004.6,23.81,83.16,77.5,0
5,2024-04-22 05:18:57.000,0,1004.6,23.8,83.07,93.33,0
5,2024-04-22 05:19:57.000,0,1004.58,23.81,82.97,110.83,0
5,2024-04-22 05:20:57.000,0,1004.55,23.8,82.78,131.67,0.01
5,2024-04-22 05:21:57.000,0,1004.5,23.79,82.79,155.83,0.01
5,2024-04-22 05:22:57.000,0.78,1004.53,23.77,82.95,182.5,0.01
5,2024-04-22 05:23:57.000,1.57,1004.48,23.76,82.82,212.5,0.01
5,2024-04-22 05:24:57.000,0.17,1004.48,23.75,82.82,246.67,0.01
5,2024-04-22 05:25:57.000,0,1004.47,23.75,83.07,280.83,0.02
5,2024-04-22 05:26:57.000,0,1004.48,23.75,82.86,316.67,0.02
5,2024-04-22 05:27:57.000,0,1004.48,23.74,82.77,353.33,0.02
5,2024-04-22 05:28:57.000,0,1004.53,23.74,83.05,393.33,0.03
5,2024-04-22 05:29:57.000,0,1004.55,23.73,83.23,440.83,0.04
5,2024-04-22 05:30:57.000,0,1004.58,23.72,83,499.17,0.06
5,2024-04-22 05:31:57.000,0,1004.58,23.72,83.22,567.5,0.1
5,2024-04-22 05:32:57.000,0,1004.53,23.73,83.16,636.67,0.08
5,2024-04-22 05:33:57.000,0,1004.56,23.75,83.27,711.67,0.11
5,2024-04-22 05:34:57.000,0,1004.52,23.77,83.36,797.5,0.14
5,2024-04-22 05:35:57.000,0,1004.5,23.8,83.19,894.17,0.14
5,2024-04-22 05:36:57.000,0,1004.47,23.81,82.9,995.83,0.2
5,2024-04-22 05:37:57.000,0,1004.47,23.84,83.05,1100.83,0.29
5,2024-04-22 05:38:57.000,0,1004.42,23.87,82.73,1217.5,0.32
5,2024-04-22 05:39:57.000,0,1004.49,23.89,82.81,1350,0.36
5,2024-04-22 05:40:57.000,0,1004.5,23.94,82.45,1504.17,0.48
5,2024-04-22 05:41:57.000,0,1004.53,23.98,82.71,1674.17,0.57
5,2024-04-22 05:42:57.000,0,1004.55,24.03,82.62,1864.17,0.68
5,2024-04-22 05:43:57.000,0,1004.54,24.08,82.13,2080,0.84
5,2024-04-22 05:44:57.000,0,1004.55,24.15,82.16,2291.67,1.07
5,2024-04-22 05:45:57.000,0,1004.55,24.21,82.17,2500.83,1.3
5,2024-04-22 05:46:57.000,0,1004.53,24.27,81.56,2706.67,1.51
5,2024-04-22 05:47:57.000,0,1004.55,24.35,81.24,2925,1.82
5,2024-04-22 05:48:57.000,0,1004.54,24.41,81.05,3160,2.06
5,2024-04-22 05:49:57.000,0,1004.56,24.48,80.75,3399.17,2.42
5,2024-04-22 05:50:57.000,0,1004.58,24.54,80.53,3635.83,2.74
5,2024-04-22 05:51:57.000,0,1004.58,24.63,80.32,3850,3.15
5,2024-04-22 05:52:57.000,0,1004.62,24.7,79.88,4081.67,3.53
5,2024-04-22 05:53:57.000,0,1004.63,24.79,79.57,4311.67,3.94
5,2024-04-22 05:54:57.000,0,1004.61,24.87,79.23,4512.5,4.3
5,2024-04-22 05:55:57.000,0,1004.64,24.96,78.86,4683.33,4.44
5,2024-04-22 05:56:57.000,0,1004.64,25.03,78.46,4823.33,4.77
5,2024-04-22 05:57:57.000,0,1004.62,25.11,78.07,4935,5.1
5,2024-04-22 05:58:57.000,0.17,1004.61,25.14,77.85,5030,5.28
5,2024-04-22 05:59:57.000,0,1004.64,25.18,77.66,5092.5,5.28
5,2024-04-22 06:00:57.000,0.87,1004.7,25.22,77.57,5155,5.35
5,2024-04-22 06:01:57.000,0.96,1004.76,25.25,77.39,5230,5.37
5,2024-04-22 06:02:57.000,2.09,1004.77,25.29,76.57,5294.17,5.41
5,2024-04-22 06:03:57.000,0.87,1004.78,25.34,76.49,5352.5,5.48
5,2024-04-22 06:04:57.000,1.48,1004.75,25.35,76.81,5444.17,5.78
5,2024-04-22 06:05:57.000,1.13,1004.73,25.39,76.74,5555.83,5.89
5,2024-04-22 06:06:57.000,1.39,1004.76,25.39,76.98,5679.17,5.92
5,2024-04-22 06:07:57.000,0.96,1004.74,25.4,76.88,5855,6.34
5,2024-04-22 06:08:57.000,0.35,1004.75,25.44,76.81,6050.83,6.46
5,2024-04-22 06:09:57.000,0.87,1004.8,25.46,76.84,6263.33,7.03
5,2024-04-22 06:10:57.000,0,1004.77,25.52,76.6,6477.5,7.54
5,2024-04-22 06:11:57.000,0,1004.78,25.57,76.44,6685,7.99
5,2024-04-22 06:12:57.000,0.44,1004.78,25.62,76.27,6875,8.55
5,2024-04-22 06:13:57.000,0,1004.8,25.68,76.06,7041.67,8.79
5,2024-04-22 06:14:57.000,1.31,1004.79,25.69,75.95,7192.5,9.22
5,2024-04-22 06:15:57.000,0.44,1004.83,25.72,76.03,7331.67,9.43
5,2024-04-22 06:16:57.000,1.13,1004.88,25.73,75.95,7464.17,9.96
5,2024-04-22 06:17:57.000,1.31,1004.85,25.78,75.72,7576.67,10.14
5,2024-04-22 06:18:57.000,1.48,1004.82,25.8,74.55,7666.67,10.14
5,2024-04-22 06:19:57.000,0.35,1004.84,25.88,75.07,7742.5,10.66
5,2024-04-22 06:20:57.000,0.35,1004.81,25.97,74.26,7796.67,10.83
5,2024-04-22 06:21:57.000,1.13,1004.84,26.03,73.61,7844.17,10.85
5,2024-04-22 06:22:57.000,1.22,1004.8,26.14,73.13,7873.33,11.24
5,2024-04-22 06:23:57.000,1.39,1004.74,26.18,73.06,7915,11.37
5,2024-04-22 06:24:57.000,0.78,1004.77,26.3,72.67,8010.83,11.49
5,2024-04-22 06:25:57.000,0,1004.75,26.46,72.35,8100.83,11.62
5,2024-04-22 06:26:57.000,0,1004.78,26.54,71.94,8252.5,12.21
5,2024-04-22 06:27:57.000,0,1004.82,26.67,71.69,8442.5,12.45
5,2024-04-22 06:28:57.000,1.05,1004.76,26.69,71.37,8705,13.1
5,2024-04-22 06:29:57.000,0.26,1004.81,26.78,71.25,9056.67,14.4
5,2024-04-22 06:30:57.000,0.26,1004.8,26.87,70.89,9455,15.36
5,2024-04-22 06:31:57.000,0.61,1004.79,26.91,70.68,9943.33,16.97
5,2024-04-22 06:32:57.000,0.17,1004.78,27.1,70.15,10546.67,18.99
5,2024-04-22 06:33:57.000,0,1004.74,27.32,69.61,11215,20.98
5,2024-04-22 06:34:57.000,0,1004.72,27.67,68.44,11950,24.2
5,2024-04-22 06:35:57.000,0,1004.73,28.18,66.56,12601.67,27.24
5,2024-04-22 06:36:57.000,0.7,1004.73,28.71,64.58,13114.17,29.44
5,2024-04-22 06:37:57.000,0,1004.68,29.52,62.63,13528.33,31.16
5,2024-04-22 06:38:57.000,0.44,1004.67,30.3,58.79,13766.67,32.22
5,2024-04-22 06:39:57.000,2.35,1004.63,30.72,56.81,13870.83,33.05
5,2024-04-22 06:40:57.000,0.7,1004.68,31.4,55.93,13918.33,33.16
5,2024-04-22 06:41:57.000,0.87,1004.67,32.03,53.72,13849.17,32.33
5,2024-04-22 06:42:57.000,0.26,1004.67,32.62,51.15,13739.17,32.08
5,2024-04-22 06:43:57.000,0.35,1004.68,33.21,49.94,13640,31.26
5,2024-04-22 06:44:57.000,0.61,1004.65,33.63,48.99,13458.33,30.58
5,2024-04-22 06:45:57.000,1.39,1004.6,33.96,47.7,13337.5,29.58
5,2024-04-22 06:46:57.000,0.26,1004.61,34.22,47.37,13226.67,28.3
5,2024-04-22 06:47:57.000,0,1004.59,34.1,47.2,13419.17,28.56
5,2024-04-22 06:48:57.000,0,1004.65,33.78,47.83,14073.33,31.05
5,2024-04-22 06:49:57.000,0.61,1004.71,33.37,48.46,14904.17,34.87
5,2024-04-22 06:50:57.000,0.61,1004.76,33.29,48.82,15741.67,38.98
5,2024-04-22 06:51:57.000,0.17,1004.77,33.47,48.17,16367.5,42.65
5,2024-04-22 06:52:57.000,0.96,1004.82,33.5,48.41,17063.33,46.85
5,2024-04-22 06:53:57.000,0.17,1004.88,33.83,47.26,17740,50.56
5,2024-04-22 06:54:57.000,0.44,1004.86,34.14,46.71,18347.5,54.87
5,2024-04-22 06:55:57.000,2.61,1004.91,34.52,45.45,18657.5,56.84
5,2024-04-22 06:56:57.000,1.22,1004.92,34.82,45.26,18975,59.41
5,2024-04-22 06:57:57.000,0,1004.97,35.19,44.22,19505,62.99
5,2024-04-22 06:58:57.000,0.78,1004.93,35.54,43.37,20065,66.97
5,2024-04-22 06:59:57.000,0.52,1004.98,36.03,42.36,20545,70.36
5,2024-04-22 07:00:57.000,1.05,1004.96,36.29,42.41,21006.67,73.86
5,2024-04-22 07:01:57.000,0,1004.96,36.68,41.18,21493.33,77.67
5,2024-04-22 07:02:57.000,0,1004.97,37.07,40.28,22005.83,81.75
5,2024-04-22 07:03:57.000,0,1005.04,37.49,39.28,22533.33,87.35
5,2024-04-22 07:04:57.000,0,1005,37.83,38.47,23041.67,91.42
5,2024-04-22 07:05:57.000,0,1005.03,38.23,38.5,23607.5,96.28
5,2024-04-22 07:06:57.000,0,1005.04,38.7,37.1,24001.67,100.44
5,2024-04-22 07:07:57.000,0.17,1005.1,38.78,36.04,24310,104.61
5,2024-04-22 07:08:57.000,0,1005.1,39.09,36.01,24450.83,106.68
5,2024-04-22 07:09:57.000,0.7,1005.17,39.05,36.28,24570.83,108.95
5,2024-04-22 07:10:57.000,1.22,1005.24,38.92,35.98,24734.17,111.13
5,2024-04-22 07:11:57.000,1.83,1005.27,38.65,36.26,24785,111.72
5,2024-04-22 07:12:57.000,0.87,1005.27,38.58,35.96,24797.5,111.64
5,2024-04-22 07:13:57.000,1.39,1005.28,38.39,36.21,24944.17,115.72
5,2024-04-22 07:14:57.000,2.79,1005.28,37.9,36.94,25025,118.29
5,2024-04-22 07:15:57.000,2.18,1005.23,37.73,36.7,25059.17,120.97
5,2024-04-22 07:16:57.000,1.83,1005.22,37.84,36.57,24843.33,122.69
5,2024-04-22 07:17:57.000,2.18,1005.21,37.85,36.83,24358.33,120.48
5,2024-04-22 07:18:57.000,1.74,1005.19,38,36.52,23728.33,116.2
5,2024-04-22 07:19:57.000,1.22,1005.16,38.29,36.35,22924.17,111.05
5,2024-04-22 07:20:57.000,1.65,1005.15,38.42,35.76,22109.17,102.08
5,2024-04-22 07:21:57.000,0.7,1005.1,38.52,36.29,21614.17,97.81
5,2024-04-22 07:22:57.000,0,1005.12,38.84,36.39,21228.33,95.37
5,2024-04-22 07:23:57.000,0,1005.1,39.11,34.88,20815.83,91.42
5,2024-04-22 07:24:57.000,0.78,1005.09,39.06,34.98,20345.83,87.17
5,2024-04-22 07:25:57.000,1.48,1005.07,38.78,35.17,19930.83,81.41
5,2024-04-22 07:26:57.000,0.7,1005.1,38.47,35.33,19662.5,73.92
5,2024-04-22 07:27:57.000,0.96,1005.12,37.89,36.36,20001.67,72.21
5,2024-04-22 07:28:57.000,2.18,1005.12,37.17,37.38,20873.33,79.51
5,2024-04-22 07:29:57.000,1.13,1005.12,36.8,38.82,22053.33,91.24
5,2024-04-22 07:30:57.000,0.87,1005.13,36.75,38.81,23227.5,110.86
5,2024-04-22 07:31:57.000,1.22,1005.09,36.81,38.1,23831.67,121.09
5,2024-04-22 07:32:57.000,0.96,1005.1,36.87,38.57,24092.5,118.37
5,2024-04-22 07:33:57.000,1.13,1005.07,36.66,37.77,24575,122.78
5,2024-04-22 07:34:57.000,1.05,1005.04,36.66,37.86,24920,132.17
5,2024-04-22 07:35:57.000,1.31,1005.03,36.85,37.19,24976.67,133.02
5,2024-04-22 07:36:57.000,0.17,1005.04,37.03,37.12,24891.67,132.17
5,2024-04-22 07:37:57.000,0.7,1005.06,37.05,37.43,24711.67,127.39
5,2024-04-22 07:38:57.000,1.05,1005.08,37.04,37.57,24622.5,125.55
5,2024-04-22 07:39:57.000,0,1005.09,37.18,37.61,24798.33,132.25
5,2024-04-22 07:40:57.000,0.17,1005.1,37.33,37.15,24924.17,135.43
5,2024-04-22 07:41:57.000,0,1005.05,37.46,36.65,25233.33,139.7
5,2024-04-22 07:42:57.000,0.7,1005.16,37.62,36.88,25889.17,153.32
5,2024-04-22 07:43:57.000,0.7,1005.18,37.89,36.44,26547.5,167.04
5,2024-04-22 07:44:57.000,0.26,1005.2,38.17,35.68,27258.33,175.79
5,2024-04-22 07:45:57.000,0.61,1005.25,38.45,35.88,27965.83,181.4
5,2024-04-22 07:46:57.000,0,1005.18,38.82,35.46,28693.33,193.4
5,2024-04-22 07:47:57.000,0.61,1005.18,39.14,34.83,29405.83,214.5
5,2024-04-22 07:48:57.000,0.35,1005.14,39.37,33.08,29745,221.08
5,2024-04-22 07:49:57.000,1.22,1005.11,39.39,33.93,30044.17,220.8
5,2024-04-22 07:50:57.000,0.17,1005.14,39.54,33.54,30585,236.81
5,2024-04-22 07:51:57.000,0.61,1005.16,39.61,33.05,30828.33,244.35
5,2024-04-22 07:52:57.000,1.13,1005.2,39.64,32.56,30987.5,247.62
5,2024-04-22 07:53:57.000,0.35,1005.22,39.99,32.58,30860.83,248.49
5,2024-04-22 07:54:57.000,0,1005.19,40.17,32.58,30430.83,233.73
5,2024-04-22 07:55:57.000,0,1005.2,40.37,32.54,29919.17,214.88
5,2024-04-22 07:56:57.000,0,1005.21,40.19,33.1,29791.67,195.52
5,2024-04-22 07:57:57.000,0,1005.23,40.27,32.98,30044.17,208.77
5,2024-04-22 07:58:57.000,0,1005.22,40.27,32.62,30198.33,208.5
5,2024-04-22 07:59:57.000,0.35,1005.24,40.21,32.43,30470.83,212.22
5,2024-04-22 08:00:57.000,0,1005.23,40.72,31.87,30147.5,262.38
5,2024-04-22 08:01:57.000,0,1005.23,40.93,31.1,28563.33,170.27
5,2024-04-22 08:02:57.000,0.44,1005.28,40.79,30.41,28605,245.22
5,2024-04-22 08:03:57.000,0.96,1005.27,40.75,31.27,26917.5,150.16
5,2024-04-22 08:04:57.000,0,1005.26,40.47,32.16,26849.17,144.48
5,2024-04-22 08:05:57.000,0.61,1005.24,40.25,31.97,27608.33,164.12
5,2024-04-22 08:06:57.000,0.44,1005.27,40.71,31.31,28320,317.13
5,2024-04-22 08:07:57.000,0.26,1005.26,40.84,31.44,27427.5,164.93
5,2024-04-22 08:08:57.000,0,1005.25,40.59,31.1,29636.67,190.46
5,2024-04-22 08:09:57.000,0,1005.23,41.34,30.16,31306.67,437.66
5,2024-04-22 08:10:57.000,0,1005.26,42.01,28.64,30151.67,411.95
5,2024-04-22 08:11:57.000,0,1005.27,42.27,29.23,27480,290.72
5,2024-04-22 08:12:57.000,0.17,1005.24,42,28.75,26701.67,214.5
5,2024-04-22 08:13:57.000,0,1005.23,42.26,29.46,26613.33,221.9
5,2024-04-22 08:14:57.000,0,1005.24,42.33,28.58,27144.17,283.48
5,2024-04-22 08:15:57.000,1.13,1005.3,42.25,28.79,28501.67,423.87
5,2024-04-22 08:16:57.000,0,1005.28,42.85,28.82,28588.33,428.01
5,2024-04-22 08:17:57.000,0.35,1005.25,43.47,28.26,28464.17,433.86
5,2024-04-22 08:18:57.000,0.26,1005.27,43.92,27.6,28282.5,411.57
5,2024-04-22 08:19:57.000,0.17,1005.29,44.41,26.48,28310.83,393.76
5,2024-04-22 08:20:57.000,0,1005.25,44.8,25.94,29146.67,416.03
5,2024-04-22 08:21:57.000,0.35,1005.24,45.08,25.16,29792.5,465.2
5,2024-04-22 08:22:57.000,0,1005.27,45.26,24.21,29974.17,448.45
5,2024-04-22 08:23:57.000,0,1005.25,45.03,24.1,30828.33,455.4
5,2024-04-22 08:24:57.000,0.87,1005.25,45.15,23.9,31878.33,524.49
5,2024-04-22 08:25:57.000,1.65,1005.26,44.99,24.46,32709.17,564.08
5,2024-04-22 08:26:57.000,1.22,1005.26,45.14,24.69,33105.83,583.74
5,2024-04-22 08:27:57.000,0.35,1005.24,45.29,24.31,33153.33,595.28
5,2024-04-22 08:28:57.000,0.35,1005.26,45.58,23.86,33140,583.3
5,2024-04-22 08:29:57.000,0.7,1005.29,45.95,24.37,33194.16,589.95
5,2024-04-22 08:30:57.000,0.26,1005.31,46.32,23.69,33472.5,590.4
5,2024-04-22 08:31:57.000,0.87,1005.31,46.35,23.16,34009.16,618.24
5,2024-04-22 08:32:57.000,1.92,1005.26,46.12,22.88,34329.16,605.84
5,2024-04-22 08:33:57.000,0.26,1005.25,46.41,23.64,34834.16,578.73
5,2024-04-22 08:34:57.000,0.44,1005.27,46.57,23.22,36215,665.85
5,2024-04-22 08:35:57.000,0,1005.24,46.98,23.31,37597.5,670.56
5,2024-04-22 08:36:57.000,0.17,1005.2,47.56,22.45,39450,763.9
5,2024-04-22 08:37:57.000,1.31,1005.21,47.57,20.78,40614.16,800.67
5,2024-04-22 08:38:57.000,1.22,1005.19,47.73,21.31,41024.45,823.32
5,2024-04-22 08:39:57.000,1.39,1005.17,47.76,21.07,41272.42,799.94
5,2024-04-22 08:40:57.000,1.39,1005.18,47.87,21.61,40900.47,727.3
5,2024-04-22 08:41:57.000,0.61,1005.21,47.89,20.1,41396.41,768.74
5,2024-04-22 08:42:57.000,1.22,1005.25,47.76,20.05,40176.33,606.94
