year,month,day,hour,minute,weekday,LocationCode,hour_sin,hour_cos,minute_sin,minute_cos,month_sin,month_cos,quarter,day_of_year,week_of_year,hour_squared,time_of_day
2024,1,19,9,10,4,01,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,81,0
2024,1,19,9,20,4,01,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,81,0
2024,1,19,9,30,4,01,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,81,0
2024,1,19,9,40,4,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,81,0
2024,1,19,9,50,4,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,81,0
2024,1,19,10,0,4,01,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,10,10,4,01,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,10,20,4,01,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,10,30,4,01,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,10,40,4,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,10,50,4,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,100,0
2024,1,19,11,0,4,01,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,11,10,4,01,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,11,20,4,01,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,11,30,4,01,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,11,40,4,01,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,11,50,4,01,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,121,0
2024,1,19,12,0,4,01,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,12,10,4,01,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,12,20,4,01,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,12,30,4,01,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,12,40,4,01,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,12,50,4,01,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,144,1
2024,1,19,13,0,4,01,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,13,10,4,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,13,20,4,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,13,30,4,01,-0.2588190451025208,-0.9659258262890683,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,13,40,4,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,13,50,4,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,169,1
2024,1,19,14,0,4,01,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,14,10,4,01,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,14,20,4,01,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,14,30,4,01,-0.4999999999999997,-0.8660254037844388,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,14,40,4,01,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,14,50,4,01,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,196,1
2024,1,19,15,0,4,01,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,15,10,4,01,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,15,20,4,01,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,15,30,4,01,-0.7071067811865471,-0.7071067811865479,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,15,40,4,01,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,15,50,4,01,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,225,1
2024,1,19,16,0,4,01,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,1,19,16,10,4,01,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,1,19,16,20,4,01,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,1,19,16,30,4,01,-0.8660254037844385,-0.5000000000000004,5.66553889764798e-16,-1.0,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,1,19,16,40,4,01,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,1,19,16,50,4,01,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,19,3,256,1
2024,2,24,9,0,5,01,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,9,10,5,01,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,9,20,5,01,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,9,30,5,01,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,9,40,5,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,9,50,5,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,81,0
2024,2,24,10,0,5,01,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,10,10,5,01,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,10,20,5,01,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,10,30,5,01,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,10,40,5,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,10,50,5,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,100,0
2024,2,24,11,0,5,01,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,11,10,5,01,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,11,20,5,01,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,11,30,5,01,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,11,40,5,01,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,11,50,5,01,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,121,0
2024,2,24,12,0,5,01,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,12,10,5,01,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,12,20,5,01,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,12,30,5,01,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,12,40,5,01,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,12,50,5,01,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,144,1
2024,2,24,13,0,5,01,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,13,10,5,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,13,20,5,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,13,30,5,01,-0.2588190451025208,-0.9659258262890683,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,13,40,5,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,13,50,5,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,169,1
2024,2,24,14,0,5,01,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,14,10,5,01,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,14,20,5,01,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,14,30,5,01,-0.4999999999999997,-0.8660254037844388,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,14,40,5,01,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,14,50,5,01,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,196,1
2024,2,24,15,0,5,01,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,15,10,5,01,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,15,20,5,01,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,15,30,5,01,-0.7071067811865471,-0.7071067811865479,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,15,40,5,01,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,15,50,5,01,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,225,1
2024,2,24,16,0,5,01,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,24,16,10,5,01,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,24,16,20,5,01,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,24,16,30,5,01,-0.8660254037844385,-0.5000000000000004,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,24,16,40,5,01,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,24,16,50,5,01,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,55,8,256,1
2024,2,26,9,0,0,01,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,9,10,0,01,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,9,20,0,01,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,9,30,0,01,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,9,40,0,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,9,50,0,01,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,81,0
2024,2,26,10,0,0,01,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,10,10,0,01,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,10,20,0,01,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,10,30,0,01,0.49999999999999994,-0.8660254037844387,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,10,40,0,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,10,50,0,01,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,100,0
2024,2,26,11,0,0,01,0.258819045102521,-0.9659258262890682,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,11,10,0,01,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,11,20,0,01,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,11,30,0,01,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,11,40,0,01,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,11,50,0,01,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,121,0
2024,2,26,12,0,0,01,1.2246467991473532e-16,-1.0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,12,10,0,01,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,12,20,0,01,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,12,30,0,01,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,12,40,0,01,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,12,50,0,01,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,144,1
2024,2,26,13,0,0,01,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,13,10,0,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,13,20,0,01,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,13,30,0,01,-0.2588190451025208,-0.9659258262890683,5.66553889764798e-16,-1.0,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,13,40,0,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,13,50,0,01,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0,57,9,169,1
2024,2,26,14,0,0,01,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844386,0.5000000000000001,0,57,9,196,1
